member,member_index,resolution,predictor,value
Perm(random-2),13,8,P7_method,enumerate
Perm(random-2),13,8,P7_se,0.0
Perm(random-2),13,8,P8,0.23172883064516142
Perm(random-2),13,8,P8_min,0.036290322580645185
Perm(random-2),13,16,P1(a=0),16.0
Perm(random-2),13,16,P1(a=1),15.999999999999996
Perm(random-2),13,16,P1(a=2),16.0
Perm(random-2),13,16,P2,16.0
Perm(random-2),13,16,P2_mean,16.0
Perm(random-2),13,16,P3,0.49999999999999956
Perm(random-2),13,16,P4,1.0
Perm(random-2),13,16,P4_method,solved
Perm(random-2),13,16,P4-int,16.0
Perm(random-2),13,16,P5_outdeg,10.4375
Perm(random-2),13,16,P5_persist,0.078125
Perm(random-2),13,16,P6,34.81902746457723
Perm(random-2),13,16,P7(1),249.16152545014168
Perm(random-2),13,16,P7(2),246.37593984962405
Perm(random-2),13,16,P7_method,enumerate
Perm(random-2),13,16,P7_se,0.0
Perm(random-2),13,16,P8,0.0752604166666667
Perm(random-2),13,16,P8_min,0.012500000000000006
Mix(0.02),14,1,P1(a=0),256.0
Mix(0.02),14,1,P1(a=1),256.00000000004997
Mix(0.02),14,1,P1(a=2),255.999999999978
Mix(0.02),14,1,P2,256.0
Mix(0.02),14,1,P2_mean,256.0
Mix(0.02),14,1,P3,0.4999999999999933
Mix(0.02),14,1,P4,nan
Mix(0.02),14,1,P4_method,not-solved
Mix(0.02),14,1,P4-int,256.0
Mix(0.02),14,1,P5_outdeg,1.0
Mix(0.02),14,1,P5_persist,0.980078125
Mix(0.02),14,1,P6,341.57121125586303
Mix(0.02),14,1,P7(1),1264050.0570557632
Mix(0.02),14,1,P7(2),3341.9001269663036
Mix(0.02),14,1,P7_method,closed
Mix(0.02),14,1,P7_se,0.0
Mix(0.02),14,1,P8,0.9999999999999769
Mix(0.02),14,1,P8_min,0.9999999999999768
Mix(0.02),14,2,P1(a=0),128.0
Mix(0.02),14,2,P1(a=1),128.00000000002117
Mix(0.02),14,2,P1(a=2),127.99999999998897
Mix(0.02),14,2,P2,128.0
Mix(0.02),14,2,P2_mean,128.0
Mix(0.02),14,2,P3,0.4999999999999933
Mix(0.02),14,2,P4,nan
Mix(0.02),14,2,P4_method,not-solved
Mix(0.02),14,2,P4-int,128.0
Mix(0.02),14,2,P5_outdeg,1.0
Mix(0.02),14,2,P5_persist,0.9801562500000004
Mix(0.02),14,2,P6,298.142274205907
Mix(0.02),14,2,P7(1),253076.4200381851
Mix(0.02),14,2,P7(2),1643.1913894239822
Mix(0.02),14,2,P7_method,closed
Mix(0.02),14,2,P7_se,0.0
Mix(0.02),14,2,P8,0.9999999999999756
Mix(0.02),14,2,P8_min,0.9999999999999758
Mix(0.02),14,4,P1(a=0),64.0
Mix(0.02),14,4,P1(a=1),64.00000000000867
Mix(0.02),14,4,P1(a=2),63.9999999999945
Mix(0.02),14,4,P2,64.0
Mix(0.02),14,4,P2_mean,64.0
Mix(0.02),14,4,P3,0.4999999999999933
Mix(0.02),14,4,P4,0.9999999999999952
Mix(0.02),14,4,P4_method,solved
Mix(0.02),14,4,P4-int,64.0
Mix(0.02),14,4,P5_outdeg,1.0
Mix(0.02),14,4,P5_persist,0.9803124999999997
Mix(0.02),14,4,P6,254.7516609944821
Mix(0.02),14,4,P7(1),49613.4269807758
Mix(0.02),14,4,P7(2),794.7063077696837
Mix(0.02),14,4,P7_method,closed
Mix(0.02),14,4,P7_se,0.0
Mix(0.02),14,4,P8,0.9999999999999825
Mix(0.02),14,4,P8_min,0.9999999999999825
Mix(0.02),14,8,P1(a=0),32.0
Mix(0.02),14,8,P1(a=1),32.0000000000034
Mix(0.02),14,8,P1(a=2),31.99999999999725
Mix(0.02),14,8,P2,32.0
Mix(0.02),14,8,P2_mean,32.0
Mix(0.02),14,8,P3,0.4999999999999933
Mix(0.02),14,8,P4,1.0
Mix(0.02),14,8,P4_method,solved
Mix(0.02),14,8,P4-int,32.0
Mix(0.02),14,8,P5_outdeg,1.0
Mix(0.02),14,8,P5_persist,0.9806250000000002
Mix(0.02),14,8,P6,211.43076757412365
Mix(0.02),14,8,P7(1),9391.168964822818
Mix(0.02),14,8,P7(2),372.101494689694
Mix(0.02),14,8,P7_method,closed
Mix(0.02),14,8,P7_se,0.0
Mix(0.02),14,8,P8,0.999999999999986
Mix(0.02),14,8,P8_min,0.999999999999986
Mix(0.02),14,16,P1(a=0),16.0
Mix(0.02),14,16,P1(a=1),16.00000000000122
Mix(0.02),14,16,P1(a=2),15.999999999998625
Mix(0.02),14,16,P2,16.0
Mix(0.02),14,16,P2_mean,16.0
Mix(0.02),14,16,P3,0.4999999999999933
Mix(0.02),14,16,P4,1.0
Mix(0.02),14,16,P4_method,solved
Mix(0.02),14,16,P4-int,16.0
Mix(0.02),14,16,P5_outdeg,1.0
Mix(0.02),14,16,P5_persist,0.9812500000000003
Mix(0.02),14,16,P6,168.23546512933387
Mix(0.02),14,16,P7(1),1681.0367973404213
Mix(0.02),14,16,P7(2),163.71429468086305
Mix(0.02),14,16,P7_method,closed
Mix(0.02),14,16,P7_se,0.0
Mix(0.02),14,16,P8,1.0000000000000007
Mix(0.02),14,16,P8_min,1.0000000000000002
Mix(0.05),15,1,P1(a=0),256.0
Mix(0.05),15,1,P1(a=1),255.99999999996652
Mix(0.05),15,1,P1(a=2),256.0000000000147
Mix(0.05),15,1,P2,256.0
Mix(0.05),15,1,P2_mean,256.0
Mix(0.05),15,1,P3,0.49999999999999595
Mix(0.05),15,1,P4,nan
Mix(0.05),15,1,P4_method,not-solved
Mix(0.05),15,1,P4-int,256.0
Mix(0.05),15,1,P5_outdeg,1.0
Mix(0.05),15,1,P5_persist,0.9501953124999998
Mix(0.05),15,1,P6,324.5604345403814
Mix(0.05),15,1,P7(1),83788135607.28592
Mix(0.05),15,1,P7(2),169527.1172902346
Mix(0.05),15,1,P7_method,closed
Mix(0.05),15,1,P7_se,0.0
Mix(0.05),15,1,P8,0.9999999999999756
Mix(0.05),15,1,P8_min,0.9999999999999756
Mix(0.05),15,2,P1(a=0),128.0
Mix(0.05),15,2,P1(a=1),127.99999999998587
Mix(0.05),15,2,P1(a=2),128.00000000000733
Mix(0.05),15,2,P2,128.0
Mix(0.05),15,2,P2_mean,128.0
Mix(0.05),15,2,P3,0.49999999999999595
Mix(0.05),15,2,P4,nan
Mix(0.05),15,2,P4_method,not-solved
Mix(0.05),15,2,P4-int,128.0
Mix(0.05),15,2,P5_outdeg,1.0
Mix(0.05),15,2,P5_persist,0.9503906250000004
Mix(0.05),15,2,P6,282.5183813423519
Mix(0.05),15,2,P7(1),4265796810.8657427
Mix(0.05),15,2,P7(2),79141.15625277346
Mix(0.05),15,2,P7_method,closed
Mix(0.05),15,2,P7_se,0.0
Mix(0.05),15,2,P8,0.9999999999999786
Mix(0.05),15,2,P8_min,0.9999999999999785
Mix(0.05),15,4,P1(a=0),64.0
Mix(0.05),15,4,P1(a=1),63.99999999999421
Mix(0.05),15,4,P1(a=2),64.00000000000367
Mix(0.05),15,4,P2,64.0
Mix(0.05),15,4,P2_mean,64.0
Mix(0.05),15,4,P3,0.49999999999999595
Mix(0.05),15,4,P4,0.9999999999999984
Mix(0.05),15,4,P4_method,solved
Mix(0.05),15,4,P4-int,64.0
Mix(0.05),15,4,P5_outdeg,1.0
Mix(0.05),15,4,P5_persist,0.9507812500000005
Mix(0.05),15,4,P6,240.56030255083516
Mix(0.05),15,4,P7(1),206794600.52074653
Mix(0.05),15,4,P7(2),34621.71379165565
Mix(0.05),15,4,P7_method,closed
Mix(0.05),15,4,P7_se,0.0
Mix(0.05),15,4,P8,0.9999999999999954
Mix(0.05),15,4,P8_min,0.9999999999999952
Mix(0.05),15,8,P1(a=0),32.0
Mix(0.05),15,8,P1(a=1),31.999999999997733
Mix(0.05),15,8,P1(a=2),32.00000000000183
Mix(0.05),15,8,P2,32.0
Mix(0.05),15,8,P2_mean,32.0
Mix(0.05),15,8,P3,0.49999999999999595
Mix(0.05),15,8,P4,0.9999999999999962
Mix(0.05),15,8,P4_method,solved
Mix(0.05),15,8,P4-int,32.0
Mix(0.05),15,8,P5_outdeg,1.0
Mix(0.05),15,8,P5_persist,0.9515624999999998
Mix(0.05),15,8,P6,198.7528669960774
Mix(0.05),15,8,P7(1),9251331.283370256
Mix(0.05),15,8,P7(2),13424.098222754055
Mix(0.05),15,8,P7_method,closed
Mix(0.05),15,8,P7_se,0.0
Mix(0.05),15,8,P8,0.9999999999999896
Mix(0.05),15,8,P8_min,0.9999999999999893
Mix(0.05),15,16,P1(a=0),16.0
Mix(0.05),15,16,P1(a=1),15.999999999999181
Mix(0.05),15,16,P1(a=2),16.00000000000092
Mix(0.05),15,16,P2,16.0
Mix(0.05),15,16,P2_mean,16.0
Mix(0.05),15,16,P3,0.49999999999999595
Mix(0.05),15,16,P4,0.9999999999999962
Mix(0.05),15,16,P4_method,solved
Mix(0.05),15,16,P4-int,16.0
Mix(0.05),15,16,P5_outdeg,16.0
Mix(0.05),15,16,P5_persist,0.9531249999999997
Mix(0.05),15,16,P6,157.21215286559672
Mix(0.05),15,16,P7(1),365437.2242293261
Mix(0.05),15,16,P7(2),4207.829703949712
Mix(0.05),15,16,P7_method,closed
Mix(0.05),15,16,P7_se,0.0
Mix(0.05),15,16,P8,0.9999999999999822
Mix(0.05),15,16,P8_min,0.9999999999999821
Mix(0.1),16,1,P1(a=0),256.0
Mix(0.1),16,1,P1(a=1),256.00000000001
Mix(0.1),16,1,P1(a=2),255.9999999999955
Mix(0.1),16,1,P2,256.0
Mix(0.1),16,1,P2_mean,256.0
Mix(0.1),16,1,P3,0.5
Mix(0.1),16,1,P4,nan
Mix(0.1),16,1,P4_method,not-solved
Mix(0.1),16,1,P4-int,256.0
Mix(0.1),16,1,P5_outdeg,1.0
Mix(0.1),16,1,P5_persist,0.9003906250000001
Mix(0.1),16,1,P6,298.81547598007745
Mix(0.1),16,1,P7(1),5.509341478350263e+18
Mix(0.1),16,1,P7(2),144436533.2284086
Mix(0.1),16,1,P7_method,closed
Mix(0.1),16,1,P7_se,0.0
Mix(0.1),16,1,P8,0.9999999999999906
Mix(0.1),16,1,P8_min,0.9999999999999902
Mix(0.1),16,2,P1(a=0),128.0
Mix(0.1),16,2,P1(a=1),128.0000000000043
Mix(0.1),16,2,P1(a=2),127.99999999999773
Mix(0.1),16,2,P2,128.0
Mix(0.1),16,2,P2_mean,128.0
Mix(0.1),16,2,P3,0.5
Mix(0.1),16,2,P4,nan
Mix(0.1),16,2,P4_method,not-solved
Mix(0.1),16,2,P4-int,128.0
Mix(0.1),16,2,P5_outdeg,1.0
Mix(0.1),16,2,P5_persist,0.9007812500000001
Mix(0.1),16,2,P6,259.07411734189134
Mix(0.1),16,2,P7(1),2.8624860823194024e+16
Mix(0.1),16,2,P7(2),57626020.814410254
Mix(0.1),16,2,P7_method,closed
Mix(0.1),16,2,P7_se,0.0
Mix(0.1),16,2,P8,1.0000000000000246
Mix(0.1),16,2,P8_min,1.000000000000024
Mix(0.1),16,4,P1(a=0),64.0
Mix(0.1),16,4,P1(a=1),64.00000000000173
Mix(0.1),16,4,P1(a=2),63.99999999999888
Mix(0.1),16,4,P2,64.0
Mix(0.1),16,4,P2_mean,64.0
Mix(0.1),16,4,P3,0.5
Mix(0.1),16,4,P4,0.9999999999999958
Mix(0.1),16,4,P4_method,solved
Mix(0.1),16,4,P4-int,64.0
Mix(0.1),16,4,P5_outdeg,1.0
Mix(0.1),16,4,P5_persist,0.9015624999999997
Mix(0.1),16,4,P6,219.48205282589856
Mix(0.1),16,4,P7(1),135151734173688.6
Mix(0.1),16,4,P7(2),19076592.92915555
Mix(0.1),16,4,P7_method,closed
Mix(0.1),16,4,P7_se,0.0
Mix(0.1),16,4,P8,1.000000000000018
Mix(0.1),16,4,P8_min,1.0000000000000175
Mix(0.1),16,8,P1(a=0),32.0
Mix(0.1),16,8,P1(a=1),32.00000000000068
Mix(0.1),16,8,P1(a=2),31.999999999999446
Mix(0.1),16,8,P2,32.0
Mix(0.1),16,8,P2_mean,32.0
Mix(0.1),16,8,P3,0.5
Mix(0.1),16,8,P4,0.9999999999999958
Mix(0.1),16,8,P4_method,solved
Mix(0.1),16,8,P4-int,32.0
Mix(0.1),16,8,P5_outdeg,1.0
Mix(0.1),16,8,P5_persist,0.9031249999999995
Mix(0.1),16,8,P6,180.1540166212797
Mix(0.1),16,8,P7(1),545979744575.8817
Mix(0.1),16,8,P7(2),4649442.196836286
Mix(0.1),16,8,P7_method,closed
Mix(0.1),16,8,P7_se,0.0
Mix(0.1),16,8,P8,1.000000000000013
Mix(0.1),16,8,P8_min,1.000000000000013
Mix(0.1),16,16,P1(a=0),16.0
Mix(0.1),16,16,P1(a=1),16.000000000000245
Mix(0.1),16,16,P1(a=2),15.99999999999972
Mix(0.1),16,16,P2,16.0
Mix(0.1),16,16,P2_mean,16.0
Mix(0.1),16,16,P3,0.5
Mix(0.1),16,16,P4,0.9999999999999996
Mix(0.1),16,16,P4_method,solved
Mix(0.1),16,16,P4-int,16.0
Mix(0.1),16,16,P5_outdeg,16.0
Mix(0.1),16,16,P5_persist,0.9062500000000001
Mix(0.1),16,16,P6,141.28511110877437
Mix(0.1),16,16,P7(1),1736362217.5114787
Mix(0.1),16,16,P7(2),704502.5769540981
Mix(0.1),16,16,P7_method,closed
Mix(0.1),16,16,P7_se,0.0
Mix(0.1),16,16,P8,0.9999999999999989
Mix(0.1),16,16,P8_min,0.9999999999999989
Mix(0.2),17,1,P1(a=0),256.0
Mix(0.2),17,1,P1(a=1),256.0000000000132
Mix(0.2),17,1,P1(a=2),255.99999999999423
Mix(0.2),17,1,P2,256.0
Mix(0.2),17,1,P2_mean,256.0
Mix(0.2),17,1,P3,0.500000000000002
Mix(0.2),17,1,P4,nan
Mix(0.2),17,1,P4_method,not-solved
Mix(0.2),17,1,P4-int,256.0
Mix(0.2),17,1,P5_outdeg,1.0
Mix(0.2),17,1,P5_persist,0.8007812500000002
Mix(0.2),17,1,P6,252.28392804730692
Mix(0.2),17,1,P7(1),1.625602047745413e+34
Mix(0.2),17,1,P7(2),253736318972529.78
Mix(0.2),17,1,P7_method,closed
Mix(0.2),17,1,P7_se,0.0
Mix(0.2),17,1,P8,1.0000000000000264
Mix(0.2),17,1,P8_min,1.0000000000000262
Mix(0.2),17,2,P1(a=0),128.0
Mix(0.2),17,2,P1(a=1),128.00000000000566
Mix(0.2),17,2,P1(a=2),127.99999999999709
Mix(0.2),17,2,P2,128.0
Mix(0.2),17,2,P2_mean,128.0
Mix(0.2),17,2,P3,0.500000000000002
Mix(0.2),17,2,P4,nan
Mix(0.2),17,2,P4_method,not-solved
Mix(0.2),17,2,P4-int,128.0
Mix(0.2),17,2,P5_outdeg,1.0
Mix(0.2),17,2,P5_persist,0.8015624999999995
Mix(0.2),17,2,P6,217.12212446147834
Mix(0.2),17,2,P7(1),8.79531516111768e+29
Mix(0.2),17,2,P7(2),61100282811724.33
Mix(0.2),17,2,P7_method,closed
Mix(0.2),17,2,P7_se,0.0
Mix(0.2),17,2,P8,1.0000000000000162
Mix(0.2),17,2,P8_min,1.0000000000000164
Mix(0.2),17,4,P1(a=0),64.0
Mix(0.2),17,4,P1(a=1),64.00000000000227
Mix(0.2),17,4,P1(a=2),63.99999999999856
Mix(0.2),17,4,P2,64.0
Mix(0.2),17,4,P2_mean,64.0
Mix(0.2),17,4,P3,0.500000000000002
Mix(0.2),17,4,P4,0.999999999999995
Mix(0.2),17,4,P4_method,solved
Mix(0.2),17,4,P4-int,64.0
Mix(0.2),17,4,P5_outdeg,1.0
Mix(0.2),17,4,P5_persist,0.8031249999999995
Mix(0.2),17,4,P6,182.21848436783216
Mix(0.2),17,4,P7(1),3.938115482881633e+25
Mix(0.2),17,4,P7(2),9395719776112.105
Mix(0.2),17,4,P7_method,closed
Mix(0.2),17,4,P7_se,0.0
Mix(0.2),17,4,P8,1.0000000000000093
Mix(0.2),17,4,P8_min,1.0000000000000087
Mix(0.2),17,8,P1(a=0),32.0
Mix(0.2),17,8,P1(a=1),32.000000000000895
Mix(0.2),17,8,P1(a=2),31.99999999999928
Mix(0.2),17,8,P2,32.0
Mix(0.2),17,8,P2_mean,32.0
Mix(0.2),17,8,P3,0.500000000000002
Mix(0.2),17,8,P4,0.9999999999999997
Mix(0.2),17,8,P4_method,solved
Mix(0.2),17,8,P4-int,32.0
Mix(0.2),17,8,P5_outdeg,32.0
Mix(0.2),17,8,P5_persist,0.8062500000000001
Mix(0.2),17,8,P6,147.76229366927993
Mix(0.2),17,8,P7(1),1.2965053177545687e+21
Mix(0.2),17,8,P7(2),742587658527.8838
Mix(0.2),17,8,P7_method,closed
Mix(0.2),17,8,P7_se,0.0
Mix(0.2),17,8,P8,1.0000000000000155
Mix(0.2),17,8,P8_min,1.0000000000000155
Mix(0.2),17,16,P1(a=0),16.0
Mix(0.2),17,16,P1(a=1),16.000000000000323
Mix(0.2),17,16,P1(a=2),15.99999999999964
Mix(0.2),17,16,P2,16.0
Mix(0.2),17,16,P2_mean,16.0
Mix(0.2),17,16,P3,0.500000000000002
Mix(0.2),17,16,P4,0.9999999999999993
Mix(0.2),17,16,P4_method,solved
Mix(0.2),17,16,P4-int,16.0
Mix(0.2),17,16,P5_outdeg,16.0
Mix(0.2),17,16,P5_persist,0.8125000000000002
Mix(0.2),17,16,P6,114.06411163879051
Mix(0.2),17,16,P7(1),2.66938682854724e+16
Mix(0.2),17,16,P7(2),21805754241.789127
Mix(0.2),17,16,P7_method,closed
Mix(0.2),17,16,P7_se,0.0
Mix(0.2),17,16,P8,1.0000000000000115
Mix(0.2),17,16,P8_min,1.0000000000000113
Mix(0.5),18,1,P1(a=0),256.0
Mix(0.5),18,1,P1(a=1),255.99999999999994
Mix(0.5),18,1,P1(a=2),256.0
Mix(0.5),18,1,P2,256.0
Mix(0.5),18,1,P2_mean,256.0
Mix(0.5),18,1,P3,0.4999999999999972
Mix(0.5),18,1,P4,nan
Mix(0.5),18,1,P4_method,not-solved
Mix(0.5),18,1,P4-int,256.0
Mix(0.5),18,1,P5_outdeg,1.0
Mix(0.5),18,1,P5_persist,0.501953125
Mix(0.5),18,1,P6,133.9026496714224
Mix(0.5),18,1,P7(1),2.1626832045086185e+80
Mix(0.5),18,1,P7(2),1.548573588183202e+38
Mix(0.5),18,1,P7_method,closed
Mix(0.5),18,1,P7_se,0.0
Mix(0.5),18,1,P8,0.9999999999999895
Mix(0.5),18,1,P8_min,0.9999999999999897
Mix(0.5),18,2,P1(a=0),128.0
Mix(0.5),18,2,P1(a=1),127.99999999999997
Mix(0.5),18,2,P1(a=2),128.0
Mix(0.5),18,2,P2,128.0
Mix(0.5),18,2,P2_mean,128.0
Mix(0.5),18,2,P3,0.4999999999999972
Mix(0.5),18,2,P4,nan
Mix(0.5),18,2,P4_method,not-solved
Mix(0.5),18,2,P4-int,128.0
Mix(0.5),18,2,P5_outdeg,1.0
Mix(0.5),18,2,P5_persist,0.50390625
Mix(0.5),18,2,P6,112.36753048482745
Mix(0.5),18,2,P7(1),1.3220648334850782e+70
Mix(0.5),18,2,P7(2),2.717931809248127e+36
Mix(0.5),18,2,P7_method,closed
Mix(0.5),18,2,P7_se,0.0
Mix(0.5),18,2,P8,1.0000000000000016
Mix(0.5),18,2,P8_min,1.000000000000001
Mix(0.5),18,4,P1(a=0),64.0
Mix(0.5),18,4,P1(a=1),63.999999999999986
Mix(0.5),18,4,P1(a=2),64.0
Mix(0.5),18,4,P2,64.0
Mix(0.5),18,4,P2_mean,64.0
Mix(0.5),18,4,P3,0.4999999999999972
Mix(0.5),18,4,P4,1.0
Mix(0.5),18,4,P4_method,solved
Mix(0.5),18,4,P4-int,64.0
Mix(0.5),18,4,P5_outdeg,64.0
Mix(0.5),18,4,P5_persist,0.5078125
Mix(0.5),18,4,P6,91.30616671577161
Mix(0.5),18,4,P7(1),5.054075555633469e+59
Mix(0.5),18,4,P7(2),1.0366862505390258e+34
Mix(0.5),18,4,P7_method,closed
Mix(0.5),18,4,P7_se,0.0
Mix(0.5),18,4,P8,0.9999999999999967
Mix(0.5),18,4,P8_min,0.9999999999999969
Mix(0.5),18,8,P1(a=0),32.0
Mix(0.5),18,8,P1(a=1),32.0
Mix(0.5),18,8,P1(a=2),32.0
Mix(0.5),18,8,P2,32.0
Mix(0.5),18,8,P2_mean,32.0
Mix(0.5),18,8,P3,0.4999999999999972
Mix(0.5),18,8,P4,1.0
Mix(0.5),18,8,P4_method,solved
Mix(0.5),18,8,P4-int,32.0
Mix(0.5),18,8,P5_outdeg,32.0
Mix(0.5),18,8,P5_persist,0.515625
Mix(0.5),18,8,P6,71.0233299725574
Mix(0.5),18,8,P7(1),9.024768724554897e+48
Mix(0.5),18,8,P7(2),4.54036396842007e+30
Mix(0.5),18,8,P7_method,closed
Mix(0.5),18,8,P7_se,0.0
Mix(0.5),18,8,P8,0.9999999999999934
Mix(0.5),18,8,P8_min,0.9999999999999934
Mix(0.5),18,16,P1(a=0),16.0
Mix(0.5),18,16,P1(a=1),15.999999999999996
Mix(0.5),18,16,P1(a=2),16.0
Mix(0.5),18,16,P2,16.0
Mix(0.5),18,16,P2_mean,16.0
Mix(0.5),18,16,P3,0.4999999999999972
Mix(0.5),18,16,P4,1.0
Mix(0.5),18,16,P4_method,solved
Mix(0.5),18,16,P4-int,16.0
Mix(0.5),18,16,P5_outdeg,16.0
Mix(0.5),18,16,P5_persist,0.53125
Mix(0.5),18,16,P6,51.96783414207488
Mix(0.5),18,16,P7(1),5.061587349420169e+37
Mix(0.5),18,16,P7(2),9.967194911275135e+25
Mix(0.5),18,16,P7_method,closed
Mix(0.5),18,16,P7_se,0.0
Mix(0.5),18,16,P8,1.0000000000000007
Mix(0.5),18,16,P8_min,1.0000000000000007
"Block(4,0.02)",19,1,P1(a=0),256.0
"Block(4,0.02)",19,1,P1(a=1),255.99999999996436
"Block(4,0.02)",19,1,P1(a=2),256.0000000000157
"Block(4,0.02)",19,1,P2,256.0
"Block(4,0.02)",19,1,P2_mean,256.0
"Block(4,0.02)",19,1,P3,0.4999999999999967
"Block(4,0.02)",19,1,P4,nan
"Block(4,0.02)",19,1,P4_method,not-solved
"Block(4,0.02)",19,1,P4-int,0.0
"Block(4,0.02)",19,1,P5_outdeg,0.0
"Block(4,0.02)",19,1,P5_persist,0.015312499999999998
"Block(4,0.02)",19,1,P6,81.04211213227518
"Block(4,0.02)",19,1,P7(1),4.995060096774512e+119
"Block(4,0.02)",19,1,P7(2),8.20799407092782e+113
"Block(4,0.02)",19,1,P7_method,closed
"Block(4,0.02)",19,1,P7_se,0.0
"Block(4,0.02)",19,1,P8,0.9999999999999991
"Block(4,0.02)",19,1,P8_min,0.9999999999999987
"Block(4,0.02)",19,2,P1(a=0),128.0
"Block(4,0.02)",19,2,P1(a=1),127.9999999999849
"Block(4,0.02)",19,2,P1(a=2),128.00000000000784
"Block(4,0.02)",19,2,P2,128.0
"Block(4,0.02)",19,2,P2_mean,128.0
"Block(4,0.02)",19,2,P3,0.4999999999999967
"Block(4,0.02)",19,2,P4,nan
"Block(4,0.02)",19,2,P4_method,not-solved
"Block(4,0.02)",19,2,P4-int,128.0
"Block(4,0.02)",19,2,P5_outdeg,32.0
"Block(4,0.02)",19,2,P5_persist,0.030625000000000003
"Block(4,0.02)",19,2,P6,81.04211213227552
"Block(4,0.02)",19,2,P7(1),4.987741203355051e+98
"Block(4,0.02)",19,2,P7(2),1.836425117609248e+92
"Block(4,0.02)",19,2,P7_method,closed
"Block(4,0.02)",19,2,P7_se,0.0
"Block(4,0.02)",19,2,P8,0.9999999999999846
"Block(4,0.02)",19,2,P8_min,0.9999999999999828
"Block(4,0.02)",19,4,P1(a=0),64.0
"Block(4,0.02)",19,4,P1(a=1),63.99999999999382
"Block(4,0.02)",19,4,P1(a=2),64.00000000000392
"Block(4,0.02)",19,4,P2,64.0
"Block(4,0.02)",19,4,P2_mean,64.0
"Block(4,0.02)",19,4,P3,0.4999999999999967
"Block(4,0.02)",19,4,P4,0.9999999999999993
"Block(4,0.02)",19,4,P4_method,solved
"Block(4,0.02)",19,4,P4-int,64.0
"Block(4,0.02)",19,4,P5_outdeg,16.0
"Block(4,0.02)",19,4,P5_persist,0.06125000000000001
"Block(4,0.02)",19,4,P6,81.04211213227484
"Block(4,0.02)",19,4,P7(1),4.9155012860555233e+76
"Block(4,0.02)",19,4,P7(2),1.1869181093793828e+70
"Block(4,0.02)",19,4,P7_method,closed
"Block(4,0.02)",19,4,P7_se,0.0
"Block(4,0.02)",19,4,P8,0.9999999999999748
"Block(4,0.02)",19,4,P8_min,0.9999999999999727
"Block(4,0.02)",19,8,P1(a=0),32.0
"Block(4,0.02)",19,8,P1(a=1),31.999999999997588
"Block(4,0.02)",19,8,P1(a=2),32.00000000000196
"Block(4,0.02)",19,8,P2,32.0
"Block(4,0.02)",19,8,P2_mean,32.0
"Block(4,0.02)",19,8,P3,0.4999999999999967
"Block(4,0.02)",19,8,P4,1.0
"Block(4,0.02)",19,8,P4_method,solved
"Block(4,0.02)",19,8,P4-int,32.0
"Block(4,0.02)",19,8,P5_outdeg,8.0
"Block(4,0.02)",19,8,P5_persist,0.12249999999999997
"Block(4,0.02)",19,8,P6,81.04211213227507
"Block(4,0.02)",19,8,P7(1),2.1582059839423096e+53
"Block(4,0.02)",19,8,P7(2),2.596405921286327e+47
"Block(4,0.02)",19,8,P7_method,closed
"Block(4,0.02)",19,8,P7_se,0.0
"Block(4,0.02)",19,8,P8,0.9999999999999931
"Block(4,0.02)",19,8,P8_min,0.999999999999991
"Block(4,0.02)",19,16,P1(a=0),16.0
"Block(4,0.02)",19,16,P1(a=1),15.99999999999913
"Block(4,0.02)",19,16,P1(a=2),16.00000000000098
"Block(4,0.02)",19,16,P2,16.0
"Block(4,0.02)",19,16,P2_mean,16.0
"Block(4,0.02)",19,16,P3,0.4999999999999967
"Block(4,0.02)",19,16,P4,0.9999999999999902
"Block(4,0.02)",19,16,P4_method,solved
"Block(4,0.02)",19,16,P4-int,16.0
"Block(4,0.02)",19,16,P5_outdeg,16.0
"Block(4,0.02)",19,16,P5_persist,0.24499999999999997
"Block(4,0.02)",19,16,P6,81.04211213227495
"Block(4,0.02)",19,16,P7(1),5.60041578884065e+28
"Block(4,0.02)",19,16,P7(2),4.5002192010897357e+24
"Block(4,0.02)",19,16,P7_method,closed
"Block(4,0.02)",19,16,P7_se,0.0
"Block(4,0.02)",19,16,P8,0.9999999999999685
"Block(4,0.02)",19,16,P8_min,0.9999999999999662
"Block(4,0.1)",20,1,P1(a=0),256.0
"Block(4,0.1)",20,1,P1(a=1),256.00000000000017
"Block(4,0.1)",20,1,P1(a=2),255.99999999999994
"Block(4,0.1)",20,1,P2,256.0
"Block(4,0.1)",20,1,P2_mean,256.0
"Block(4,0.1)",20,1,P3,0.5000000000000008
"Block(4,0.1)",20,1,P4,nan
"Block(4,0.1)",20,1,P4_method,not-solved
"Block(4,0.1)",20,1,P4-int,0.0
"Block(4,0.1)",20,1,P5_outdeg,0.0
"Block(4,0.1)",20,1,P5_persist,0.014062500000000004
"Block(4,0.1)",20,1,P6,60.886410167143254
"Block(4,0.1)",20,1,P7(1),3.778510218545691e+128
"Block(4,0.1)",20,1,P7(2),3.5340666236100198e+118
"Block(4,0.1)",20,1,P7_method,closed
"Block(4,0.1)",20,1,P7_se,0.0
"Block(4,0.1)",20,1,P8,1.000000000000008
"Block(4,0.1)",20,1,P8_min,1.0000000000000047
"Block(4,0.1)",20,2,P1(a=0),128.0
"Block(4,0.1)",20,2,P1(a=1),127.99999999999997
"Block(4,0.1)",20,2,P1(a=2),127.99999999999997
"Block(4,0.1)",20,2,P2,128.0
"Block(4,0.1)",20,2,P2_mean,128.0
