member,member_index,resolution,predictor,value
ShiftMix(0.2),26,1,P5_persist,0.0007812500000000004
ShiftMix(0.2),26,1,P6,252.28392804730686
ShiftMix(0.2),26,1,P7(1),7.58834877756433e+46
ShiftMix(0.2),26,1,P7(2),562407843490357.75
ShiftMix(0.2),26,1,P7_method,closed
ShiftMix(0.2),26,1,P7_se,0.0
ShiftMix(0.2),26,1,P8,1.0000000000000262
ShiftMix(0.2),26,1,P8_min,1.000000000000026
ShiftMix(0.2),26,2,P1(a=0),128.0
ShiftMix(0.2),26,2,P1(a=1),128.00000000000554
ShiftMix(0.2),26,2,P1(a=2),127.99999999999714
ShiftMix(0.2),26,2,P2,128.0
ShiftMix(0.2),26,2,P2_mean,128.0
ShiftMix(0.2),26,2,P3,0.5000000000000014
ShiftMix(0.2),26,2,P4,nan
ShiftMix(0.2),26,2,P4_method,not-solved
ShiftMix(0.2),26,2,P4-int,128.0
ShiftMix(0.2),26,2,P5_outdeg,1.0
ShiftMix(0.2),26,2,P5_persist,0.0015624999999999999
ShiftMix(0.2),26,2,P6,217.12212446147834
ShiftMix(0.2),26,2,P7(1),3.1230950922637887e+42
ShiftMix(0.2),26,2,P7(2),241651888841385.22
ShiftMix(0.2),26,2,P7_method,closed
ShiftMix(0.2),26,2,P7_se,0.0
ShiftMix(0.2),26,2,P8,1.0000000000000182
ShiftMix(0.2),26,2,P8_min,1.000000000000017
ShiftMix(0.2),26,4,P1(a=0),64.0
ShiftMix(0.2),26,4,P1(a=1),64.00000000000223
ShiftMix(0.2),26,4,P1(a=2),63.99999999999857
ShiftMix(0.2),26,4,P2,64.0
ShiftMix(0.2),26,4,P2_mean,64.0
ShiftMix(0.2),26,4,P3,0.5000000000000014
ShiftMix(0.2),26,4,P4,0.999999999999995
ShiftMix(0.2),26,4,P4_method,solved
ShiftMix(0.2),26,4,P4-int,64.0
ShiftMix(0.2),26,4,P5_outdeg,1.0
ShiftMix(0.2),26,4,P5_persist,0.0031249999999999984
ShiftMix(0.2),26,4,P6,182.21848436783216
ShiftMix(0.2),26,4,P7(1),8.126188117764826e+37
ShiftMix(0.2),26,4,P7(2),87371428719129.08
ShiftMix(0.2),26,4,P7_method,closed
ShiftMix(0.2),26,4,P7_se,0.0
ShiftMix(0.2),26,4,P8,1.0000000000000084
ShiftMix(0.2),26,4,P8_min,1.0000000000000075
ShiftMix(0.2),26,8,P1(a=0),32.0
ShiftMix(0.2),26,8,P1(a=1),32.000000000000874
ShiftMix(0.2),26,8,P1(a=2),31.999999999999286
ShiftMix(0.2),26,8,P2,32.0
ShiftMix(0.2),26,8,P2_mean,32.0
ShiftMix(0.2),26,8,P3,0.5000000000000014
ShiftMix(0.2),26,8,P4,0.9999999999999998
ShiftMix(0.2),26,8,P4_method,solved
ShiftMix(0.2),26,8,P4-int,32.0
ShiftMix(0.2),26,8,P5_outdeg,32.0
ShiftMix(0.2),26,8,P5_persist,0.006250000000000002
ShiftMix(0.2),26,8,P6,147.76229366927993
ShiftMix(0.2),26,8,P7(1),9.182708844236399e+32
ShiftMix(0.2),26,8,P7(2),21200709216786.71
ShiftMix(0.2),26,8,P7_method,closed
ShiftMix(0.2),26,8,P7_se,0.0
ShiftMix(0.2),26,8,P8,1.0000000000000155
ShiftMix(0.2),26,8,P8_min,1.000000000000014
ShiftMix(0.2),26,16,P1(a=0),16.0
ShiftMix(0.2),26,16,P1(a=1),16.00000000000032
ShiftMix(0.2),26,16,P1(a=2),15.999999999999643
ShiftMix(0.2),26,16,P2,16.0
ShiftMix(0.2),26,16,P2_mean,16.0
ShiftMix(0.2),26,16,P3,0.5000000000000014
ShiftMix(0.2),26,16,P4,0.9999999999999993
ShiftMix(0.2),26,16,P4_method,solved
ShiftMix(0.2),26,16,P4-int,16.0
ShiftMix(0.2),26,16,P5_outdeg,16.0
ShiftMix(0.2),26,16,P5_persist,0.012500000000000011
ShiftMix(0.2),26,16,P6,114.06411163879051
ShiftMix(0.2),26,16,P7(1),2.3620998979898282e+27
ShiftMix(0.2),26,16,P7(2),2037540712323.4702
ShiftMix(0.2),26,16,P7_method,closed
ShiftMix(0.2),26,16,P7_se,0.0
ShiftMix(0.2),26,16,P8,1.0000000000000107
ShiftMix(0.2),26,16,P8_min,1.0000000000000084
